# Table I from Batchelor and Green, 1972, r/a, A(r), B(r)
20.1353	0.0006	0.0000
11.1139	0.0036	0.0000
6.2149	0.0204	0.0006
4.7048	0.0468	0.0023
3.6213	0.1033	0.0086
3.3370	0.1331	0.0130
3.0862	0.1704	0.0193
2.8662	0.2167	0.0281
2.6749	0.2735	0.0399
2.5103	0.3424	0.0553
2.3709	0.4248	0.0748
2.2553	0.5214	0.0988
2.1621	0.6313	0.1275
2.0907	0.7505	0.1608
2.0401	0.8679	0.1996
2.0100	0.9619	0.2461
2.0025	0.9900	0.2762
2.0006	0.9975	0.2968
2.0001	0.9996	0.3213125760288465
2.00006	0.9998	0.3257627115572794
